image_name,comment
1027149103.jpg,In a crowded concert a man in white is approaching the main singer who is wearing a yellow shirt .
1027149103.jpg,A man wearing a yellow t-shirt is shouting into a microphone while an audience is listening .
1027149103.jpg,A man in an orange shirt sings for the crowd below a sign that says Lucky 13 .
1027149103.jpg,A punk rocker screaming on stage at concert .
1027211271.jpg,A young woman with short blond-hair wearing jeans and a striped long-sleeved sweater jumping in midair on a skateboard with trees in the background .
1027211271.jpg,A young man is in midair while skateboarding at a skate park with people watching him in the background .
1027211271.jpg,"This person is performing a trick in skateboarding competition , with people watching in the background ."
1027211271.jpg,A boy jumps on his skateboard while a crowd watches
1027211271.jpg,Someone skateboarding at a skate park .
1028205764.jpg,A man and a little boy in blue life jackets are rowing a yellow canoe .
1028205764.jpg,A man and a baby are in a yellow kayak on water .
1028205764.jpg,A man and child kayak through gentle waters .
1028205764.jpg,A man and young boy ride in a yellow kayak .
1028205764.jpg,Man and child in yellow kayak
102851549.jpg,A little boy looks at the camera while a woman behind him seems to be laughing very hard and the woman on the right has a big smile on her face .
102851549.jpg,"Three people on a porch , of which is a little boy who is sitting up straight in his chair ."
102851549.jpg,A woman in a dark dress smiles while a woman across from her and a child sit in chairs .
102851549.jpg,"Two people are sitting on a bench , and one women is standing by them ."
102851549.jpg,"Two women , boy sitting on porch , the ladies laughing hard ."
102860573.jpg,A construction site on a street with three men working .
102860573.jpg,Two men wearing hard hats are in a construction area .
102860573.jpg,Two men in orange vests work in road construction .
102860573.jpg,Construction workers installing a light post .
102860573.jpg,Workers in orange vests work in a street .
10287332.jpg,Two men sitting on the roof of a house while another one stands on a ladder .
10287332.jpg,Two men on a rooftop while another man stands atop a ladder watching them
10287332.jpg,"Three men , one on a ladder , work on a roof ."
10287332.jpg,People are fixing the roof of a house .
10287332.jpg,Three men are working on a roof .
1028982826.jpg,"Two men , one younger guy with a yellow shirt that has luggage and the other and older guy , are sitting on a bench in front of a large building that has a billboard for glasses and sunglasses ."
1028982826.jpg,"A man in a yellow shirt , with a tall gray suitcase , sitting next to another man in a white shirt and gray pants , behind them a tall billboard for sunglasses and prescription glasses ."
1028982826.jpg,"Two men sitting on a bench talking , with a billboard advertisement for glasses in the background ."
1028982826.jpg,Two men sitting on a bench in front of a sign with a picture of man and a lady .
1028982826.jpg,2 men are sitting at a bench outside the airport in front of a billboard .
1029450589.jpg,An adult wearing a gray shirt with red sleeves sleeping on a couch .
1029450589.jpg,A woman in black pants napping on the couch .
1029450589.jpg,A man sleeping in a green room on a couch .
1029450589.jpg,The young woman is sleeping in her room .
1029450589.jpg,A long-haired man sleeping on a couch
1029737941.jpg,Boy in brown shirt with headphones on sits on woman 's shoulders in a crowd .
1029737941.jpg,A kid wearing headphones sits on his mom 's shoulders while in a crowd .
1029737941.jpg,A boy with headphones on sitting on top of a woman 's shoulders .
1029737941.jpg,A child with headphones riding on his mother 's shoulders .
1029737941.jpg,A boy wearing headphones sits on a woman 's shoulders .
1029802110.jpg,"During a gay pride parade in an Asian city , some people hold up rainbow flags to show support ."
1029802110.jpg,A group of youths march down the street waving flags showing the color spectrum .
1029802110.jpg,Oriental people with rainbow flags walking down a city street .
1029802110.jpg,A group of people walk down the street waving rainbow flags .
1029802110.jpg,People are outside waving flags .
102998070.jpg,"A young man in a blue sweater cleaning fish while three other men watch , one a man a cigarette , or match in his month ."
102998070.jpg,Three older men stare into the pan of a street vendor who is cooking fish .
102998070.jpg,Three old men are watching another man prepare fish .
102998070.jpg,A fish sellers stock is looked upon by two old men .
102998070.jpg,Three men watch as fish is being prepared .
1030041880.jpg,Woman in a green dress with a white top and red-hair singing in a room with a blue roof while band equipment is being prepared .
1030041880.jpg,A red-haired woman in a white top and green and white skirt is singing into a microphone .
1030041880.jpg,"A woman in a white tank top with a green flowing skirt , on stage singing a song ."
1030041880.jpg,A woman in a green skirt and white tank top singing into a microphone .
1030041880.jpg,A girl in a green skirt is singing Karaoke .
103031977.jpg,Four college-aged individuals - two males and two females - sitting on the concrete steps outside of a brick building
103031977.jpg,Two guys and two girls sitting on the stairs outside of a building .
103031977.jpg,Four people sit on the steps of the entrance to a building .
103031977.jpg,two men and two women sitting on steps outdoors .
103031977.jpg,Multiple students sitting on stairs at a school .
1030985833.jpg,The Chocolate Lab jumps too late to get the toy as the Black Lab captures it in the driveway .
1030985833.jpg,A brown and black lab are outside and the black lab is catching a toy in its mouth .
1030985833.jpg,A black dog and a brown dog play with a red toy on a courtyard .
1030985833.jpg,A black dog and a brown dog are jumping up to catch a red toy .
1030985833.jpg,Black dog snaps at red and black object as brown dog lunges .
103106960.jpg,A young male kneeling in front of a hockey goal with a hockey stick in his right hand .
103106960.jpg,A child in a red jacket playing street hockey guarding a goal .
103106960.jpg,"Hockey goalie boy in red jacket crouches by goal , with stick ."
103106960.jpg,A boy with a stick kneeling in front of a goalie net
103106960.jpg,A young kid playing the goalie in a hockey rink .
103195344.jpg,The man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading .
103195344.jpg,A man in black is sitting next to a modern art structure in front of a glass building .
103195344.jpg,A man sits and reads a newspaper by a sculpture outside of an office building .
103195344.jpg,A man sitting in front of a metal sculpture in front of a building .
103195344.jpg,a man sits near a large statue .
1031973097.jpg,A toddler in a blue shirt with red shorts and hat looks out from behind a fenced in area of a brick patio .
1031973097.jpg,A young child wearing a blue shirt and red hat grabs onto black bars in front of him .
1031973097.jpg,"The little boy looks like he is saying , let me out of jail ."
1031973097.jpg,Toddler boy in a red hat holding on to some railings .
1031973097.jpg,Little boy wanting to play outside of fence .
103205630.jpg,"Two men , standing on an ice , looking into something covered with a blue tarp ."
103205630.jpg,Two men are about to enter an ice fishing tent on a snow covered lake .
103205630.jpg,Two people standing outside a blue tent structure on a snowy surface .
103205630.jpg,two men setting up a blue ice fishing hut on an iced over lake
103205630.jpg,A tent is being set up on the ice .
1032122270.jpg,Three dogs are standing in the grass and a person is sitting next to them
1032122270.jpg,Three dogs stand in a grassy field while a person kneels nearby .
1032122270.jpg,Three dogs are playing on grassy hill with a blue sky .
1032122270.jpg,A woman crouches near three dogs in a field .
1032122270.jpg,Three dogs on a grassy hill
1032460886.jpg,There is a skyscraper in the distance with a man walking in front of the camera .
1032460886.jpg,Behind the man in a red shirt stands a large skyscraper .
1032460886.jpg,A man stands in front of a very tall building .
1032460886.jpg,a man is standing in front of a skyscraper
1032460886.jpg,A man stands in front of a skyscraper .
103306033.jpg,A woman wearing a brown dress with a matching turban is pushing a toddler through a park in his stroller .
103306033.jpg,Woman dressed in brown African attire pushing a toddler in a stroller .
103306033.jpg,A woman is walking her baby with a stroller at the local park .
103306033.jpg,The lady is pushing a child in a stroller .
103306033.jpg,A woman pushes her baby in a stroller .
103328091.jpg,A Asian male wearing a red shirt is sitting next to a grocery stand selling fruits .
103328091.jpg,man in red shirt is sitting next to fruit that is for sale .
103328091.jpg,A man in a red shirt is sitting by fruit for sale .
103328091.jpg,A man in a red shirt sits next to a fruit stand .
103328091.jpg,An oriental man selling produce .
1033767085.jpg,a young child with a Band-Aid on his head sits eating at a small white table with a little girl eating off a yellow plate .
1033767085.jpg,A young blond-haired boy and a dark-haired girl are eating at a kid 's table .
1033767085.jpg,Two children are sitting at a table eating food .
1033767085.jpg,Two children eating at a small table .
1033767085.jpg,Two children eating food .
1034276567.jpg,A small boy putting something in his mouth with both hands .
1034276567.jpg,A boy bites hard into a treat while he sits outside .
1034276567.jpg,The boy eats his food outside at the table .
1034276567.jpg,The boy is eating pizza over a tin dish .
1034276567.jpg,A child biting into a baked good .
1034985636.jpg,A man with wild hair rocks a show playing a guitar center stage .
1034985636.jpg,A man wearing black is playing an electric guitar at a concert .
1034985636.jpg,A man on stage playing the electric guitar during a concert .
1034985636.jpg,A man playing an electric guitar on stage .
1034985636.jpg,A man playing guitar at a concert .
1035019794.jpg,A person in a green outfit and helmet is swinging a baseball bat at a tennis ball in front of a fence .
1035019794.jpg,A girl playing softball hits the ball almost directly downwards
1035019794.jpg,A young girl is playing baseball and is striking out .
1035019794.jpg,A girl hitting a softball but she missed the ball .
1035019794.jpg,The batter missed the ball .
10350842.jpg,A man in a green shirt and red life jacket is sitting in a canoe drifting around the lake .
10350842.jpg,A man wearing a life jacket is in a small boat on a lake with a ferry in view .
10350842.jpg,A man wearing a red life-vest is sitting in a canoe on a body of water .
10350842.jpg,A balding man wearing a red life jacket is sitting in a small boat .
10350842.jpg,A man in a red life vest is riding in a canoe .
1035392784.jpg,A man in black with long hair playing a guitar with stickers on it .
1035392784.jpg,"A long-haired musician , playing his guitar in a performance ."
1035392784.jpg,A rock artist performs on stage with an electric guitar .
1035392784.jpg,A man in a black shirt plays a black-colored guitar .
1035392784.jpg,A man wearing black is playing an electric guitar .
103625356.jpg,A man in a black shirt crouches next to a dirty unfinished concrete edge while several shovels and other tools lean against a tree nearby .
103625356.jpg,A man in a baseball cap works to spread cement behind a line of yellow caution tape .
103625356.jpg,A man in a black shirt and baseball cap is applying filler to a trench in the floor .
103625356.jpg,A man wearing a black shirt smoothing out concrete in an urban area .
103625356.jpg,A man is bent over smoothing cement in a sidewalk opening .
103631543.jpg,A Caucasian young woman in a white hooded sweatshirt sits at a table set for two in a lowly lit restaurant .
103631543.jpg,A woman in a white shirt is sitting at a table in a nice restaurant .
103631543.jpg,A young woman sits at a dinner table with two entrees and a martini .
103631543.jpg,A dark-haired young woman hesitates before dining .
103631543.jpg,Woman having a fancy dinner .
1039360778.jpg,A woman in a blue shirt and sunglasses lies on a red blanket in a grassy field with a bike set down next to her .
1039360778.jpg,A woman relaxes with her bike on a red blanket in a field of green grass and trees .
1039360778.jpg,A lady laid her bicycle on the green lawn as she lies in a red blanket .
1039360778.jpg,A woman is laying on a red blanket in a park .
1039360778.jpg,A girl suns herself on a red blanket .
103953336.jpg,Someone is standing on a long bridge with a cloudy blue sky in the background .
103953336.jpg,A solitary man stand on a bridge in the evening .
103953336.jpg,One person is standing on a bridge at night .
103953336.jpg,Person crossing a bridge in dim light .
103953336.jpg,A man stands on a bridge at night .
1039637574.jpg,A bride in a light pink dress poses for a picture with male relatives and is being photographed by a man in a cream shirt with white pants .
1039637574.jpg,A man in light colored clothing photographs a group of men wearing dark suits and hats standing around a woman dressed in a strapless gown .
1039637574.jpg,A photographer takes a picture of a group of one girl in a pink dress and 10 boys in suits and hats .
1039637574.jpg,A man photographs a woman in a pink dress and a throng of men in suits .
1039637574.jpg,Man taking a photograph of a well dressed group of teens .
10404007.jpg,Young white boy on a grassy area with a sad expression on his face .
10404007.jpg,A baby boy crying standing on a field of grass .
10404007.jpg,A toddler is walking in on a grassy knoll .
10404007.jpg,A blond toddler walks in a field .
10404007.jpg,A child walks in a grassy field .
1040426962.jpg,A man is cooking what appears to be green beans in a grill basket on a grill with a yellow lab standing by him while someone takes a picture from above .
1040426962.jpg,A man and his dog are grilling green beans on a grill .
1040426962.jpg,A man grilling vegetables on a patio with his dog .
1040426962.jpg,A man and a dog grilling green beans .
1040426962.jpg,Guy and his dog cooking outside
104136873.jpg,Three people are on a hilltop overlooking a green valley .
104136873.jpg,People sit on the mountainside and check out the view .
104136873.jpg,Three people rest on a ledge above the moutains .
104136873.jpg,Three people hang out on top of a big hill .
104136873.jpg,Three people overlook a green valley .
104180524.jpg,A group of tourists is crossing a bridge that connects a walking path to a trail of nature .
104180524.jpg,Many people cross a very tall footbridge with a tree-covered hill in the background .
104180524.jpg,This shows a group of people walking over an arched red bridge .
104180524.jpg,People cross a large bridge to get over the body of water .
104180524.jpg,People walking over a white and red bridge over a pond .
1042020065.jpg,A young boy wearing a jersey looks down over a ledge at many boats in the water .
1042020065.jpg,A boy looks over a railing at the many boats and rafts below in the water .
1042020065.jpg,A boy in a green shirt is looking down at many inflatable boats .
1042020065.jpg,A young boy overlooking a crowd of inflatable boats .
1042020065.jpg,A boy in a green shirt watches kayakers .
1042359076.jpg,A older man holds an object and is looking at two young girls that sit across from him at a table that is outside .
1042359076.jpg,Two little girls and an old man have a conversation .
1042359076.jpg,An old man is telling two girls something .
1042359076.jpg,Two girls and a man were peeling corn .
1042359076.jpg,Two young girls listen to an elder .
1042590306.jpg,A man is holding the hand of a woman up to his mouth in front of some buildings while another man looks on .
1042590306.jpg,Guy in blue shirt biting hand of girl in black striped jacket while another guy watches
1042590306.jpg,"Asian man and blond woman holding hands outdoors , man in background watches ."
1042590306.jpg,A man and woman pose for the camera while another man looks on .
1042590306.jpg,A multiracial couple posing for a picture
104285082.jpg,A man with glasses is sitting a chair playing the oboe while a man in a purple shirt plays percussion and spectators look on .
104285082.jpg,An older man with gray hair is sitting in a chair playing a large instrument made of bamboo .
104285082.jpg,Gray-haired man in dress shirt plays the bassoon while reading sheet music from a stand
104285082.jpg,A gray-haired man sitting in a chair playing a wind instrument among other musicians .
104285082.jpg,A man playing a musical instrument .
1043819504.jpg,"A group of 11 people in winter wear such as beanies , skiing jackets , gloves and backpacks are standing in snow paddles outside a house made of ice blocks while a person in front of the door seems to be leading them ."
1043819504.jpg,"A group of people wearing snowshoes , and dressed for winter hiking , is standing in front of a building that looks like it 's made of blocks of ice ."
1043819504.jpg,The people are quietly listening while the story of the ice cabin was explained to them .
1043819504.jpg,A group of people standing in front of an igloo .
1043819504.jpg,Several students waiting outside an igloo .
1043910339.jpg,"A baseball player in red leaps into the air to avoid a player in blue , who is shortly behind him as he catches the ball , while other blue team members look on in the background ."
1043910339.jpg,"A boy in a red uniform is attempting to avoid getting out at home plate , while the catcher in the blue uniform is attempting to catch him ."
1043910339.jpg,A baseball player coming into home plate with knee held high and the catcher right in front of him waiting for the ball .
1043910339.jpg,A baseball player attempting to score a run before the catcher tags the player out .
1043910339.jpg,A baseball catcher trying to tag a base runner in a baseball game .
1044434135.jpg,A man in the foreground wearing a white shirt and black pants riding a bicycle with a basket in a busy street .
1044434135.jpg,This photo takes place in a busy street in an Asian city where people are riding bikes and walking .
1044434135.jpg,A very bus street is shown with Asian people all around walking and riding bicycles .
1044434135.jpg,A man in a white shirt rides a bicycle on a busy street .
1044434135.jpg,An Asian man riding a bike in the road .
1044764620.jpg,A man on a ladder is painting a brick wall in a warehouse .
1044764620.jpg,A man is standing on a ladder painting bricks
1044764620.jpg,A construction site with building material .
1044764620.jpg,Man painting a brick wall on a ladder .
1044764620.jpg,A man is panting a piece of wood .
1044798682.jpg,A man wearing a hat and a white shirt is cleaning windows .
1044798682.jpg,A man in a white shirt stands high up on scaffolding
1044798682.jpg,A man stands on boards on top of a huge ladder .
1044798682.jpg,Man works on top of scaffolding .
1044798682.jpg,A guy works on a building .
1045124251.jpg,a blond-haired man with glasses and a blank tank top is sitting next to another man with glasses and headphones while sitting on a train .
1045124251.jpg,A blond man wearing glasses is sitting in the train looking down at something .
1045124251.jpg,White man with glasses sitting next to another man who has earphones in .
1045124251.jpg,A 30 somethings man playing with his phone on a subway train .
1045124251.jpg,"Two guys are riding on a subway , both wearing glasses ."
1045309098.jpg,Juggling her shopping bags and Betty Boop backpack and young woman crosses a city street .
1045309098.jpg,Woman crossing the street at a crosswalk with multiple bags in her hands .
1045309098.jpg,A girl with numerous bags walks on a crosswalk along with other people .
1045309098.jpg,Two women are walking in a crosswalk with a bus in the background .
1045309098.jpg,Two women walking through a crosswalk .
1045521051.jpg,A young man sits on the floor by the television with a fast food meal in front of him .
1045521051.jpg,A person sits on the floor and eats in front of a television .
1045521051.jpg,A person eats takeout while watching a small television .
1045521051.jpg,Someone is laying in front of the TV eating food .
1045521051.jpg,A television with a picture of a girl on it .
10459869.jpg,Several asian people are eating together around a table .
10459869.jpg,A group of people eating Chinese food in a restaurant .
10459869.jpg,Six people are sitting at a table eating food .
10459869.jpg,A group of people are eating noddles .
10459869.jpg,Several Asians eat food outdoors .
104669470.jpg,A woman with flowers in her hair balances a large bowl of assorted fruits on her head .
104669470.jpg,"A dark woman carrying a large bowl of pineapples , bananas and papayas on her head ."
104669470.jpg,A woman with flowers in her hair balances a large bowl of fruit on her head .
104669470.jpg,A woman is carrying a bowl full of fruit on her head near the ocean side .
104669470.jpg,A woman is balancing a big bowl of fruit in front of the ocean .
104700891.jpg,A man wearing a gray jacket and blue work pants is standing in a hole in the ground
104700891.jpg,A man in a blue hat stands near a shovel in a deep hole .
104700891.jpg,A man in a whole next to a septic tank .
104700891.jpg,A guy wearing blue in a hole .
104700891.jpg,A man stands in a hole .
104763189.jpg,A shirtless young boy on a bicycle too big for him being supported by 3 other young shirtless boys in a grass field .
104763189.jpg,Four children are smiling as they pose together with a bicycle that is much too big for them .
104763189.jpg,An African American child is supported by his three peers while riding his bicycle .
104763189.jpg,Four children are smiling and playing on a bike
104763189.jpg,Boys all outside around a big bike .
1047921035.jpg,"A man in a bandanna and a dirty t-shirt , and a woman in a graphic t-shirt , are standing next to a oblong hole with smoke coming out ."
1047921035.jpg,"The man , who is wearing the handkerchief , is performing a task with the tub while the woman watches ."
1047921035.jpg,"Two individuals , a male and a female , standing in a forested area around a tub ."
1047921035.jpg,"Two people , one man and one women in the woods putting something in a tub ."
1047921035.jpg,Steam rises from a large outdoor vat as two workers look on .
104816788.jpg,"This little baby girl dressed whimsically in striped pantaloons is pictured so that one must ask which is bigger , her feet or her sleepy smile ."
104816788.jpg,A sleeping baby is in someone 's arms and wearing a pink striped outfit
104816788.jpg,A sleeping baby in a pink striped outfit .
104816788.jpg,A little baby cradled in someones arms .
104816788.jpg,A little baby is wearing purple pants .
104824673.jpg,An African individual is looking into the camera while dressed in varying beads and decorations that have a cultural relevance .
104824673.jpg,An African native gazes into the camera donning a hat of two corn cobs and necklaces of shells and beads .
104824673.jpg,A member of an African tribe is watching the camera intently in tribal dress .
104824673.jpg,"An African woman with piercings , lots of necklaces and corn on her head ."
104824673.jpg,A person is wearing a lot of jewelry with corn on his or her head .
104835889.jpg,A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat .
104835889.jpg,A man in a black martial arts suit unsheathes a sword on a training mat in a field .
104835889.jpg,A guy with a sword and traditional fighting gear is getting ready for a fight .
104835889.jpg,"A man in black wields a sword in front of rolling , green hills ."
104835889.jpg,One man dressed in black doing karate in a green field .
1048710776.jpg,a couple of several people sitting on a ledge overlooking the beach
1048710776.jpg,Several young people sitting on a rail above a crowded beach .
1048710776.jpg,A group of people sit on a wall at the beach .
1048710776.jpg,A group of teens sit on a wall by a beach .
1048710776.jpg,Crowd of people at the beach .
1049955899.jpg,"A group of men and women are hiking through a dried up river bed littered with large rocks , which runs between two rocky walls in a dense green forest ."
1049955899.jpg,"Five hikers , one facing towards the camera and the others facing away from it , are walking through a rocky riverbed ."
1049955899.jpg,"Hikers treks upward through the creek bed , stopping to catch their breath and enjoy the cool , green scenery ."
1049955899.jpg,A group of hikers traveling along a rock strewn creek bed .
1049955899.jpg,Two women and three men are hiking along a rocky stream .
105077209.jpg,A man with a badge is standing on a wood floor next to a structure .
105077209.jpg,"A security guard stands by a metal , lighted sculpture ."
105077209.jpg,A white-haired man in a suit stands in an empty room .
105077209.jpg,A security guard on watch duty at the museum .
105077209.jpg,Security guard at a art museum .
1051205546.jpg,Two women in colorful dresses are sweeping water out of the street while a man watches .
1051205546.jpg,"Two women , one in green and the other in purple , washing a sidewalk ."
1051205546.jpg,Two Indian women in saris are bending over a wet street .
1051205546.jpg,Two women in colorful clothing are cleaning the road .
1051205546.jpg,Two woman are sweeping a street .
1051290485.jpg,"Two separate women , one wearing a white top and black pants , the other wearing all black and a pair of pink flip-flops , kneel on a gray brick sidewalk path in front of green and red bushes ."
1051290485.jpg,"Two women squatting on the sidewalk looking at plants , one in black shirt , shorts and pink sandals , the other in a white shirt , black shorts talking on a cellphone ."
1051290485.jpg,A little girl is looking at some plants while another is on the phone in the background .
1051290485.jpg,Two girls crouch in front of some bushes and talk on their phones .
1051290485.jpg,Two girls crouch in front of a garden of small shrubbery .
1051953669.jpg,A young girl wearing a multicolored holding an orange ball in her right hand walking through bright green grass behind a house
1051953669.jpg,A little girl wearing a dress walks across a green lawn on a summer day with a home and trees in the background .
1051953669.jpg,A child in a dress runs through the yard with a miniature orange soccer ball in her hand .
1051953669.jpg,"A little girl stands in a backyard , holding a toy and looking into the camera ."
1051953669.jpg,This little girl is enjoying the spring weather after the long winter break .
105223874.jpg,A young child wearing a blue shirt and sandals playing with a red toy while sitting on the floor .
105223874.jpg,A black-haired child in a blue outfit is playing with a toy outside on a tile floor .
105223874.jpg,A little boy with a blue shirt on sitting on the ground playing with legos .
105223874.jpg,A young child playing with a toy while laying on the floor .
105223874.jpg,A little boy playing with his toy .
1052358063.jpg,A little boy skateboarder is doing a trick on his board while another young skateboarder watches .
1052358063.jpg,A child is performing a skateboard trick while another child with a skateboard leans on a wall .
1052358063.jpg,A boy takes a jump on his skateboard while another boy with a skateboard watches .
1052358063.jpg,a young boy skateboarder jumping on a platform on a skateboard .
1052358063.jpg,Two skateboarders .
1053116826.jpg,"Two little children , one boy and one girl , laugh as they sit on the grass ."
1053116826.jpg,A little boy and a girl sitting down in the grass having fun .
1053116826.jpg,A young boy and a young girl sitting in the grass laughing .
1053116826.jpg,Two children smiling and sitting on grass .
1053116826.jpg,Two kids are laughing in the grass .
1053243591.jpg,"Young woman holding a bottle , reaching out from a bench to shake a man 's hand ."
1053243591.jpg,A man shaking the hand of a woman in an orange shirt sitting on a bench .
1053243591.jpg,A man shaking the hand of a teenager sitting on a bench .
1053243591.jpg,A woman having a drink is shaking hands with someone .
1053243591.jpg,A young girl in a orange shirt shaking a hand .
105335409.jpg,Man talking on a microphone and a crowd of people in front of him .
105335409.jpg,A trolley driver is telling people to move off of the street .
105335409.jpg,A mass transit person making an announcement .
105335409.jpg,A driver communicating on his walkie talkie .
105335409.jpg,a man in a vehicle behind a family crowd
105342180.jpg,"A girl paddling down a large river , as seen from behind her ."
105342180.jpg,A woman with a paddle sits in a boat on the water .
105342180.jpg,A woman paddles a boat down a river .
105342180.jpg,A woman kayaking down a river .
105342180.jpg,A woman with a paddle .
1053804096.jpg,a girl with pigtails is playing in the ocean by the beach .
1053804096.jpg,A girl in pigtails splashes in the shallow water .
1053804096.jpg,A young girl in pigtails plays in the water .
1053804096.jpg,A girl with pigtails plays in the water .
1053804096.jpg,A girls plays in the surf .
1054620089.jpg,A woman in jeans and a red coat and carrying a multicolored handbag spreads put her arms while leaping up from a cobblestone street .
1054620089.jpg,"A lady in a red coat , holding a bluish hand bag likely of asian descent , jumping off the ground for a snapshot ."
1054620089.jpg,"A woman in a red jacket , with a blue and gold handbag is jumping while smiling on a cobblestone street ."
1054620089.jpg,A woman wearing a red coat is jumping outdoors .
1054620089.jpg,Girl in red jumping for joy .
105493603.jpg,Two people sitting beside each other at a table with food on it smiling .
105493603.jpg,A couple wearing white sweaters sit at a restaurant table .
105493603.jpg,A man and woman seated at a table together .
105493603.jpg,A man and a woman eating dinner together .
105493603.jpg,a man and woman wearing khaki smiling .
105493628.jpg,White wine and appetizers on are displayed in an upscale restaurant .
105493628.jpg,Food sits on white plates in front of wineglasses and a wine rack .
105493628.jpg,"A well lit room , with three glasses on the table and two plates ."
105493628.jpg,An elegant food serving on table at a restaurant .
105493628.jpg,A meal is on a table in a restaurant .
1055623002.jpg,A group of four children wearing pajamas have a pillow fight .
1055623002.jpg,A group of young children playing pillow fight on a bed .
1055623002.jpg,Four children are having a pillow fight .
1055623002.jpg,A group of kids have a pillow-fight .
1055623002.jpg,Children having a pillow fight .
1055753357.jpg,Two construction workers are sitting up on the side of a building .
1055753357.jpg,Two constructions workers sit on a beam taking a break .
1055753357.jpg,Two construction workers take a seat on a steel beam .
1055753357.jpg,Two construction workers sitting on an I-beam .
1055753357.jpg,Two men take a break from construction .
1056198351.jpg,A smiling little boy holds a hand mixer in a bowl .
1056198351.jpg,Young boy with blond-hair playing with a mixer .
1056198351.jpg,A child has fun with a blender in the kitchen .
1056198351.jpg,A child using an electric mixer in a bowl .
1056198351.jpg,A child happily mixing batter in a bowl .
1056249424.jpg,"Two boys , one with a yellow and orange ball , play in some water in front of a field ."
1056249424.jpg,Two children play with a balloon in mud on a sunny day .
1056249424.jpg,Two kids are running and playing in some water .
1056249424.jpg,The children are playing in the water .
1056249424.jpg,Two boys play in a puddle .
1056338697.jpg,A woman with blond-hair wearing a blue tube top is waving on the side of the street .
1056338697.jpg,The woman in the blue dress is holding out her arm at oncoming traffic .
1056338697.jpg,A blond woman in a blue shirt appears to wait for a ride .
1056338697.jpg,"A woman is signaling is to traffic , as seen from behind ."
1056338697.jpg,A blond woman is on the street hailing a taxi .
1056359656.jpg,A young girl sits on a seat and looks at a train pamphlet .
1056359656.jpg,A young girl on a train reads a book about train rides .
1056359656.jpg,A little girl looking at a brochure on train rides
1056359656.jpg,Child sitting down looking at train ride brochure
1056359656.jpg,a young blond girl with a magizine in her hands
1056415186.jpg,"Two Asian girls laughing , as the girl on the right holds an instrument ."
1056415186.jpg,Two women are sitting and talking and laughing together .
1056415186.jpg,2 girls in metal chairs are laughing together .
1056415186.jpg,Two women laugh while sitting on the floor .
1056415186.jpg,Two asian women smiling and laughing .
105685221.jpg,"Several people jogging outside on a sunny day in what seems to be a neighborhood , could be part of a marathon ."
105685221.jpg,Seven people are running and one of them is a man wearing a blue t-shirt and red shorts
105685221.jpg,People jogging together on a park sidewalk .
105685221.jpg,a group of joggers running on the sidewalk .
105685221.jpg,Seven joggers run down a path .
1056873310.jpg,Two dogs run towards each other on a rocky area with water in the background .
1056873310.jpg,A brown dog is running after a black dog on a rocky shore .
1056873310.jpg,Two dogs run across stones near a body of water .
1056873310.jpg,A brown dog is running after the black dog .
1056873310.jpg,Two dogs playing on a beach .
1057089366.jpg,A kid jumps off the diving board and into the swimming pool below .
1057089366.jpg,The boy is jumping off a high diving board into the pool .
1057089366.jpg,A child jumps off a high diving board into the pool .
1057089366.jpg,A little kid is jumping off a high dive at the pool .
1057089366.jpg,A boy descends off the end of a high diving board .
1057210460.jpg,A guy stands by a window taking his overshirt off .
1057210460.jpg,A man in a tank top stands next to a chrome door .
1057210460.jpg,The man is putting on his shirt near an elevator .
1057210460.jpg,A man stands by an elevator with his head down .
1057210460.jpg,A man puts his shirt on near an elevator .
1057251835.jpg,A white dog is running down a rocky beach .
1057251835.jpg,Light brown dog running along the beach .
1057251835.jpg,A light-colored dog runs on the beach .
1057251835.jpg,A small yellow dog runs on a beach
1057251835.jpg,A tan dog runs on a sandy beach .
105806535.jpg,"A young man is bathing , with only his shorts on , in a large wooden pale ."
105806535.jpg,A man lounges in a wooden basin of water while eating a fruit .
105806535.jpg,A guy in a huge wooden tub while people are looking over .
105806535.jpg,"A man holding a yellow ball , soaking in a wooden tub ."
105806535.jpg,A man laying in a wooden tub outside .
1059514525.jpg,"A person is sleeping on a bench on the sidewalk , across the street from a bus stop ."
1059514525.jpg,A man with a plaid blanket sleeps on a bench near a city street .
1059514525.jpg,A person laying on a street bench under a blue plaid blanket .
1059514525.jpg,A man is sleeping on a bench near a bus stop .
1059514525.jpg,Someone sleeping on bench on city street .
10602072.jpg,Two young girls are playing in the forest ; the younger one is climbing a short tree and is about 2 feet off the ground .
10602072.jpg,A little girl in a red shirt and jeans climbs a small tree while another little girl looks on .
10602072.jpg,"Two young girl are playing near a small tree , and one has climbed up into the branches ."
10602072.jpg,"One child is climbing in a tree while another , older child , watches ."
10602072.jpg,A young girl watched as a girl younger than her climb a tree .
106027774.jpg,It looks as though a soldier is sleeping in a car on his way home after a deployment .
106027774.jpg,A young man asleep during a car ride wearing his seat belt .
106027774.jpg,a boy in a beige shirt is sleeping in a car .
106027774.jpg,A man asleep in a car that 's driving .
106027774.jpg,A boy sleeps on a car ride .
106027978.jpg,Pink shirted woman sleeping in a car with blue and white blanket on her .
106027978.jpg,A woman in a pink shirt wrapped up in a blue blanket asleep in a car .
